,id,owner,datetaken,tags,latitude,longitude,geometry,year,month,month_year
16,52656985300,57755771@N05,2022-08-07 19:47:27,düne strand pflanzen ameland friesland europa landschaft küstendüne niederlande sandstrand natur dünengras sommer gegenlicht jahreszeiten country dune europe fryslân itamelân nederland nederlân netherlands backlight beach ilpaese lestate lété lacampagne lasaison landscape lespaysbas seasons summer,53.460438,5.762622,POINT (5.763 53.46),2022,Aug,2022-08
17,52652992963,57755771@N05,2022-08-08 14:35:41,watt landschaft küste wasser ameland friesland jahreszeiten meer himmel niederlande wattenmeer natur europa wolken sommer wetter country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière clouds coast ilpaese lacqua leau lestate lété lacampagne lamer lasaison landscape letemps lespaysbas leseaux mare mudflats ocean sea seasons sky summer tidalflats water waters weather,53.433305,5.7081,POINT (5.708 53.433),2022,Aug,2022-08
18,52649207289,72056743@N00,2022-08-13 12:46:17,13082022 img3779 nederland netherlands ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry kopinhetzand escapisme geotagbijbenadering approximategeotag rondjeamelandgroenestrandhollumerstrand hollumerduinen views300,53.460232,5.654137,POINT (5.654 53.46),2022,Aug,2022-08
19,52649380410,72056743@N00,2022-08-13 12:37:36,13082022 img3776 nederland netherlands ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry kopinhetzand escapisme geotagbijbenadering approximategeotag rondjeamelandgroenestrandhollumerstrand duinmeer hollumerduinen views300,53.460628,5.652849,POINT (5.653 53.461),2022,Aug,2022-08
20,52649380988,72056743@N00,2022-08-13 12:27:04,img3749 13082022 nederland netherlands ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry kopinhetzand escapisme geotagbijbenadering approximategeotag rondjeamelandgroenestrandhollumerstrand finnegatpad hollumerduinen views300,53.458225,5.653312,POINT (5.653 53.458),2022,Aug,2022-08
21,52648870021,72056743@N00,2022-08-13 12:12:34,13082022 img3716 nederland netherlands ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry kopinhetzand escapisme geotagbijbenadering approximategeotag rondjeamelandgroenestrandhollumerstrand vuurtoren lighthouse маяк bornrif vuurtorenameland| amelandlighthouse hollumerduinen views150,53.45535,5.643634,POINT (5.644 53.455),2022,Aug,2022-08
22,52649188670,72056743@N00,2022-08-13 12:08:56,img3712 13082022 nederland netherlands ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry kopinhetzand escapisme geotagbijbenadering approximategeotag rondjeamelandgroenestrandhollumerstrand zwartwit blackandwhite чернобелый hollumerduinen views200,53.45535,5.643634,POINT (5.644 53.455),2022,Aug,2022-08
23,52638191622,57755771@N05,2022-08-07 20:02:38,ameland meer europa vogel wasser tier natur sandstrand friesland jahreszeiten spiegelung landschaft strand möwe nordsee sommer niederlande country europe fryslân gewässer itamelân nederland nederlân netherlands northsea animal beach bird ilpaese lacqua leau lestate lété lacampagne lamer lasaison landscape lespaysbas leseaux mare ocean reflection sea seagull seasons summer water waters,53.460438,5.762622,POINT (5.763 53.46),2022,Aug,2022-08
24,51209516215,26849514@N06,2021-05-05 19:53:46,20210505195346 ameland netherlands birdhide blauwekeet,53.439741,5.778419,POINT (5.778 53.44),2021,May,2021-05
25,52637307998,57755771@N05,2022-08-08 14:59:24,ameland meer europa wasser watt fortbewegungsmittel natur schiff friesland jahreszeiten landschaft niederlande küste segelboot fahrzeug wattenmeer sommer boot country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière boat coast ilpaese lacqua leau lestate lété lacampagne lamer lasaison landscape lespaysbas leseaux mare mudflats ocean sailingboat sea seasons summer tidalflats vehicle water waters,53.442808,5.737283,POINT (5.737 53.443),2022,Aug,2022-08
26,52633905369,72056743@N00,2022-08-13 17:20:14,img4088 13082022 nederland netherlands ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry kopinhetzand escapisme waddenzee waddenzeegebiednederland waddenseanetherlands unescowerelderfgoed unescoworldheritagesites waddensea geotagbijbenadering approximategeotag rondjeamelandgroenestrandhollumerstrand views300,53.4419,5.6134,POINT (5.613 53.442),2022,Aug,2022-08
27,52631247150,191127752@N07,2023-01-11 14:23:22,isle island eiland waddeneiland ameland friesland itamelân fryslân hansviveen vuurtoren lighthouse thenetherlands holland nederland dutch view scape architectuur archtecture hollum,53.448148,5.630857,POINT (5.631 53.448),2023,Jan,2023-01
28,52624908216,57755771@N05,2022-08-08 11:40:26,jahreszeiten leuchtturm aussicht ameland friesland europa natur himmel niederlande wetter wolken leuchtturmbornrif gebäude sommer hollum bornrif buildings country europe fryslân itamelân nederland nederlân netherlands phare vuurtorenvanameland clouds ilpaese lestate lété lacampagne lasaison letemps lespaysbas lighthouse seasons sky summer weather,53.454041,5.638633,POINT (5.639 53.454),2022,Aug,2022-08
29,52622686386,189183033@N07,2023-01-12 05:04:38,eglise nederland kerk foto hccity oud church old,53.44018,5.634881,POINT (5.635 53.44),2023,Jan,2023-01
30,52619820990,57755771@N05,2022-08-07 20:16:50,krabbe sandstrand ameland friesland europa landschaft niederlande strand tier natur jahreszeiten sommer detail country europe fryslân itamelân nederland nederlân netherlands animal beach crab ilpaese lestate lété lacampagne lasaison landscape lespaysbas seasons summer,53.460438,5.762622,POINT (5.763 53.46),2022,Aug,2022-08
31,52615964065,21241590@N06,2023-01-08 14:54:34,,53.433102,5.774516,POINT (5.775 53.433),2023,Jan,2023-01
32,52615790289,21241590@N06,2023-01-08 14:54:02,,53.433074,5.774433,POINT (5.774 53.433),2023,Jan,2023-01
33,52615527071,21241590@N06,2023-01-08 13:25:10,,53.432938,5.773597,POINT (5.774 53.433),2023,Jan,2023-01
34,52613321123,21241590@N06,2023-01-07 13:06:00,,53.447686,5.86503,POINT (5.865 53.448),2023,Jan,2023-01
35,52612327127,21241590@N06,2023-01-07 12:13:46,,53.43813,5.776969,POINT (5.777 53.438),2023,Jan,2023-01
36,52612626518,21241590@N06,2023-01-06 14:53:17,,53.441086,5.638022,POINT (5.638 53.441),2023,Jan,2023-01
37,52612140566,21241590@N06,2023-01-06 14:01:12,,53.44925,5.62578,POINT (5.626 53.449),2023,Jan,2023-01
38,52612560985,21241590@N06,2023-01-06 13:49:04,,53.449466,5.624938,POINT (5.625 53.449),2023,Jan,2023-01
39,52611634642,21241590@N06,2023-01-06 12:25:26,,53.435641,5.717944,POINT (5.718 53.436),2023,Jan,2023-01
40,52612401979,21241590@N06,2023-01-06 12:27:33,,53.436122,5.71783,POINT (5.718 53.436),2023,Jan,2023-01
41,52612138916,21241590@N06,2023-01-06 12:20:42,,53.436055,5.717447,POINT (5.717 53.436),2023,Jan,2023-01
42,52610311021,57755771@N05,2022-08-09 21:04:53,sand ameland meer europa sonne himmel natur abendstimmung pflanzen landschaft friesland jahreszeiten strand sandstrand niederlande wasser nordsee sonnenuntergang dünengras gegenlicht sommer,53.459013,5.763483,POINT (5.763 53.459),2022,Aug,2022-08
43,52609581128,21241590@N06,2023-01-05 15:03:54,,53.4655,5.931302,POINT (5.931 53.466),2023,Jan,2023-01
44,52609088851,21241590@N06,2023-01-05 14:39:16,,53.465466,5.946216,POINT (5.946 53.465),2023,Jan,2023-01
45,52609554303,21241590@N06,2023-01-05 13:13:43,,53.457961,5.912808,POINT (5.913 53.458),2023,Jan,2023-01
46,52609480755,21241590@N06,2023-01-05 13:00:29,,53.45705,5.905808,POINT (5.906 53.457),2023,Jan,2023-01
47,52609552678,21241590@N06,2023-01-04 17:14:06,,53.461913,5.808561,POINT (5.809 53.462),2023,Jan,2023-01
48,52605196620,21241590@N06,2023-01-03 16:12:36,,53.453513,5.619705,POINT (5.62 53.454),2023,Jan,2023-01
49,52604271547,21241590@N06,2023-01-03 15:11:02,,53.460663,5.653027,POINT (5.653 53.461),2023,Jan,2023-01
50,52602796319,21241590@N06,2023-01-02 16:13:24,,53.457641,5.748222,POINT (5.748 53.458),2023,Jan,2023-01
51,52603043153,21241590@N06,2023-01-02 14:50:49,,53.453388,5.712897,POINT (5.713 53.453),2023,Jan,2023-01
52,52602961155,21241590@N06,2023-01-01 16:20:02,sheep,53.447497,5.848497,POINT (5.848 53.447),2023,Jan,2023-01
53,52602959575,21241590@N06,2023-01-01 15:27:08,,53.459238,5.871216,POINT (5.871 53.459),2023,Jan,2023-01
54,52602282855,21241590@N06,2023-01-01 12:45:03,,53.450505,5.859816,POINT (5.86 53.451),2023,Jan,2023-01
55,52597569862,21241590@N06,2022-12-31 14:57:51,,53.460208,5.770933,POINT (5.771 53.46),2022,Dec,2022-12
56,52598488150,21241590@N06,2022-12-31 13:48:11,,53.460869,5.761794,POINT (5.762 53.461),2022,Dec,2022-12
57,52590938986,57755771@N05,2022-08-13 21:12:57,himmel jahreszeiten sonnenuntergang pflanzen ameland friesland europa sonne wasser niederlande sommer sand meer nordsee dünengras natur country europe fryslân gewässer itamelân nederland nederlân netherlands northsea sable coucherdesoleil ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare ocean sea seasons sky sol sole soleil summer sun sundown sunset water waters,53.459094,5.763408,POINT (5.763 53.459),2022,Aug,2022-08
58,52582546092,57755771@N05,2022-08-08 11:42:41,leuchtturm europa ameland friesland jahreszeiten natur himmel niederlande wetter wolken leuchtturmbornrif gebäude sommer hollum bornrif buildings country europe fryslân itamelân nederland nederlân netherlands phare vuurtorenvanameland clouds ilpaese lestate lété lacampagne lasaison letemps lespaysbas lighthouse seasons sky summer weather,53.454041,5.638633,POINT (5.639 53.454),2022,Aug,2022-08
59,52581513289,57755771@N05,2022-08-08 21:12:05,sand ameland meer europa sonne himmel natur düne strand pflanzen sandstrand friesland jahreszeiten küstendüne landschaft niederlande küste wasser nordsee sonnenuntergang sommer dünengras,53.459094,5.763408,POINT (5.763 53.459),2022,Aug,2022-08
60,52578572972,57755771@N05,2022-08-08 14:53:16,grün watt landschaft ameland farbe europa küste wasser niederlande natur meer wattenmeer friesland sommer jahreszeiten country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière coast color couleur green ilpaese lacqua leau lestate lété lacampagne lamer lasaison landscape lespaysbas leseaux mare mudflats ocean sea seasons summer tidalflats verde vert water waters,53.433305,5.7081,POINT (5.708 53.433),2022,Aug,2022-08
61,52570745006,57755771@N05,2022-08-11 12:45:00,nordsee aussicht ameland friesland europa meer wasser niederlande sand natur pflanzen dünengras sommer jahreszeiten country europe fryslân gewässer itamelân nederland nederlân netherlands northsea sable ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare ocean sea seasons summer water waters,53.465225,5.903636,POINT (5.904 53.465),2022,Aug,2022-08
62,52568712626,57755771@N05,2022-08-08 12:43:24,windmühle aussicht ameland friesland europa jahreszeiten wasser niederlande natur meer wattenmeer gebäude sommer hollum buildings country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare moulin moulinàvent mudflats ocean sea seasons summer tidalflats water waters windmill,53.435224,5.624908,POINT (5.625 53.435),2022,Aug,2022-08
63,52559759538,57755771@N05,2022-08-11 12:02:14,pflanzen ameland friesland europa wasser niederlande meer wattenmeer natur jahreszeiten sommer dünengras country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare mudflats ocean sea seasons summer tidalflats water waters,53.457519,5.907669,POINT (5.908 53.458),2022,Aug,2022-08
64,52554574049,57755771@N05,2022-08-08 11:06:06,pflanzen ameland friesland europa niederlande baum natur jahreszeiten sommer dünengras country europe fryslân itamelân nederland nederlân netherlands albero arbre ilpaese lestate lété lacampagne lasaison lespaysbas seasons summer tree,53.454497,5.723133,POINT (5.723 53.454),2022,Aug,2022-08
65,52551866537,57755771@N05,2022-08-07 20:07:42,bohrinse landschaft strand aussicht ameland friesland offshorebauwerk sandstrand wasser niederlande natur meer nordsee jahreszeiten sommer europa bohrplattform country europe fryslân gewässer itamelân nederland nederlân netherlands northsea offshoreconstruction beach ilpaese lacqua leau lestate lété lacampagne lamer lasaison landscape lespaysbas leseaux mare ocean offshoreplatform oilplatform oilrig plateformepétrolière sea seasons summer water waters,53.460438,5.762622,POINT (5.763 53.46),2022,Aug,2022-08
66,52548953936,57755771@N05,2022-08-08 15:02:41,ameland meer europa wasser watt fortbewegungsmittel natur schiff friesland jahreszeiten landschaft niederlande küste segelboot fahrzeug wattenmeer sommer boot country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière boat coast ilpaese lacqua leau lestate lété lacampagne lamer lasaison landscape lespaysbas leseaux mare mudflats ocean sailingboat sea seasons summer tidalflats vehicle water waters,53.442808,5.737283,POINT (5.737 53.443),2022,Aug,2022-08
67,52544288227,57755771@N05,2022-08-11 11:58:23,aussicht ameland friesland europa meer wasser niederlande wattenmeer natur pflanzen dünengras sommer jahreszeiten country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands vasière ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare mudflats ocean sea seasons summer tidalflats water waters,53.457505,5.903197,POINT (5.903 53.458),2022,Aug,2022-08
68,52541369571,57755771@N05,2022-08-13 21:07:58,himmel jahreszeiten sonnenuntergang pflanzen ameland friesland europa sonne wasser niederlande sommer sand meer nordsee dünengras natur country europe fryslân gewässer itamelân nederland nederlân netherlands northsea sable coucherdesoleil ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare ocean sea seasons sky sol sole soleil summer sun sundown sunset water waters,53.459094,5.763408,POINT (5.763 53.459),2022,Aug,2022-08
69,52538546650,57755771@N05,2022-08-08 12:14:30,leuchtturm ameland farbe europa jahreszeiten niederlande leuchtturmbornrif rot friesland gebäude sommer hollum bornrif buildings country europe fryslân itamelân nederland nederlân netherlands phare vuurtorenvanameland color couleur ilpaese lestate lété lacampagne lasaison lespaysbas lighthouse red rosso rouge seasons summer,53.449177,5.625713,POINT (5.626 53.449),2022,Aug,2022-08
70,52529894685,57755771@N05,2022-08-08 11:40:21,jahreszeiten leuchtturm aussicht ameland friesland europa natur himmel niederlande wetter wolken leuchtturmbornrif gebäude sommer hollum bornrif buildings country europe fryslân itamelân nederland nederlân netherlands phare vuurtorenvanameland clouds ilpaese lestate lété lacampagne lasaison letemps lespaysbas lighthouse seasons sky summer weather,53.454041,5.638633,POINT (5.639 53.454),2022,Aug,2022-08
71,52526644810,57755771@N05,2022-08-11 21:04:28,dünengras abendstimmung pflanzen silhouette friesland europa sonne himmel niederlande sonnenuntergang natur sommer ameland gegenlicht jahreszeiten country europe fryslân itamelân nederland nederlân netherlands umriss backlight coucherdesoleil ilpaese lestate lété lacampagne lasaison lespaysbas seasons sky sol sole soleil summer sun sundown sunset,53.459094,5.763408,POINT (5.763 53.459),2022,Aug,2022-08
72,52522314407,57755771@N05,2022-08-08 12:39:55,aussicht ameland leuchtturmbornrif europa wasser gebäude dünengras leuchtturm pflanzen wattenmeer jahreszeiten niederlande meer natur friesland sommer hollum bornrif buildings country europe fryslân gewässer itamelân mudflat nederland nederlân netherlands phare vasière vuurtorenvanameland ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux lighthouse mare mudflats ocean sea seasons summer tidalflats water waters,53.435224,5.624908,POINT (5.625 53.435),2022,Aug,2022-08
73,52509829164,57755771@N05,2022-08-09 21:15:24,sand ameland meer europa sonne himmel natur abendstimmung pflanzen landschaft friesland jahreszeiten strand sandstrand niederlande wasser nordsee sonnenuntergang dünengras gegenlicht sommer,53.459013,5.763483,POINT (5.763 53.459),2022,Aug,2022-08
74,52508166586,57755771@N05,2022-08-11 11:57:49,bohrinse pflanzen ameland friesland europa offshorebauwerk wasser niederlande meer nordsee natur jahreszeiten sommer dünengras bohrplattform country europe fryslân gewässer itamelân nederland nederlân netherlands northsea offshoreconstruction ilpaese lacqua leau lestate lété lacampagne lamer lasaison lespaysbas leseaux mare ocean offshoreplatform oilplatform oilrig plateformepétrolière sea seasons summer water waters,53.457505,5.903197,POINT (5.903 53.458),2022,Aug,2022-08
75,52501442182,57755771@N05,2022-08-09 21:19:55,mond ameland friesland europa himmel niederlande pflanzen dünengras natur jahreszeiten sommer mondaufgang country europe fryslân itamelân nederland nederlân netherlands ilpaese lestate lété lacampagne lasaison lespaysbas luna lune moon seasons sky summer,53.459013,5.763483,POINT (5.763 53.459),2022,Aug,2022-08
76,52496746870,57755771@N05,2022-08-08 11:48:43,leuchtturm ameland farbe europa jahreszeiten niederlande leuchtturmbornrif rot friesland gebäude sommer hollum bornrif buildings country europe fryslân itamelân nederland nederlân netherlands phare vuurtorenvanameland color couleur ilpaese lestate lété lacampagne lasaison lespaysbas lighthouse red rosso rouge seasons summer,53.449177,5.625713,POINT (5.626 53.449),2022,Aug,2022-08
77,52490318627,72056743@N00,2022-08-12 21:43:17,img3416 12082022 nederland netherlands ниде ameland itamelân амеланд hollum холлум ©ditissuzanne canoneos40d tamron18200mmf3563diiivc zomer summer лето vakantieineigenland vacationinyourowncountry отпусквсвоейст het zandescapismewaddenzeewaddenzeegebied nederlandwadden sea netherlandsваттовое мо unescowerelderfgoed unescoworldheritagesites объектывсеми наследия юнескоwadden seaваттовое мо geotagbijbenadering approximategeotag zonsondergang sunset закатсолнца beschikbaarlicht availablelight rondjeamelandhollumerboshollumerstrand views100,53.448244,5.614067,POINT (5.614 53.448),2022,Aug,2022-08
78,52484249416,57755771@N05,2022-08-07 20:12:58,ameland meer europa sonne himmel tier natur landschaft sandstrand silhouette friesland jahreszeiten strand wasser spiegelung nordsee vogel sonnenuntergang niederlande sommer gegenlicht,53.460438,5.762622,POINT (5.763 53.46),2022,Aug,2022-08
79,52477143455,57755771@N05,2022-08-13 21:31:07,jahreszeiten abendstimmung pflanzen ameland friesland europa sonne himmel niederlande sommer sand leuchtturm gebäude natur dünengras buildings country europe fryslân itamelân nederland nederlân netherlands phare sable ilpaese lestate lété lacampagne lasaison lespaysbas lighthouse seasons sky sol sole soleil summer sun,53.459094,5.763408,POINT (5.763 53.459),2022,Aug,2022-08
80,52451721123,20829994@N04,2019-04-21 11:12:49,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
81,52451717858,20829994@N04,2019-04-21 10:48:07,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
82,52451717793,20829994@N04,2019-04-21 10:48:09,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
83,52451469934,20829994@N04,2019-04-21 10:57:57,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
84,52451717703,20829994@N04,2019-04-21 10:58:11,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
85,52451645920,20829994@N04,2019-04-21 11:12:52,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
86,52451196061,20829994@N04,2019-04-21 11:15:09,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
87,52451717543,20829994@N04,2019-04-21 11:37:40,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
88,52451195941,20829994@N04,2019-04-21 11:38:07,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
89,52451717438,20829994@N04,2019-04-21 11:39:14,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
90,52451195831,20829994@N04,2019-04-21 11:39:21,zwarte haan zwartehaan fryslân nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
91,52451448554,20829994@N04,2019-04-21 10:58:33,möwe zwartehaan fryslân birding bird vogel friesland nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
92,52450656882,20829994@N04,2019-04-21 10:58:38,möwe zwartehaan fryslân birding bird vogel friesland nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
93,52451438899,20829994@N04,2019-04-21 10:47:33,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
94,52451614655,20829994@N04,2019-04-21 10:47:35,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
95,52451164826,20829994@N04,2019-04-21 10:47:35,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
96,52451438774,20829994@N04,2019-04-21 10:49:09,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
97,52451614505,20829994@N04,2019-04-21 10:49:20,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
98,52451614450,20829994@N04,2019-04-21 10:49:20,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
99,52451438634,20829994@N04,2019-04-21 10:49:21,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
100,52451614655,20829994@N04,2019-04-21 10:47:35,weisswangengans weiswangengans gans bird birding birdsinflight zwartehaan fryslân vogel nature nederland,53.438408,5.636302,POINT (5.636 53.438),2019,Apr,2019-04
